record_id,entry_type,authors,year,title,journal,abstract,doi,pmid,keywords,decision_r1,decision_r2,final_decision,exclusion_reason,notes
VermaS201627368881,article,"Verma, S and Bartlett, CH and Schnell, P and DeMichele, AM and Loi, S and Ro, J and Colleoni, M and Iwata, H and Harbeck, N and Cristofanilli, M and Zhang, K and Thiele, A and Turner, NC and Rugo, HS",2016,"Palbociclib in Combination With Fulvestrant in Women With Hormone Receptor-Positive/HER2-Negative Advanced Metastatic Breast Cancer: Detailed Safety Analysis From a Multicenter, Randomized, Placebo-Controlled, Phase III Study (PALOMA-3).",The oncologist,,10.1634/theoncologist.2016-0097,27368881,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
FinnRS201627349747,article,"Finn, RS and Crown, JP and Ettl, J and Schmidt, M and Bondarenko, IM and Lang, I and Pinter, T and Boer, K and Patel, R and Randolph, S and Kim, ST and Huang, X and Schnell, P and Nadanaciva, S and Bartlett, CH and Slamon, DJ",2016,"Efficacy and safety of palbociclib in combination with letrozole as first-line treatment of ER-positive, HER2-negative, advanced breast cancer: expanded analyses of subgroups from the randomized pivotal trial PALOMA-1/TRIO-18.",Breast cancer research : BCR,,10.1186/s13058-016-0721-5,27349747,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
BeaverJA201526324739,article,"Beaver, JA and Amiri-Kordestani, L and Charlab, R and Chen, W and Palmby, T and Tilley, A and Zirkelbach, JF and Yu, J and Liu, Q and Zhao, L and Crich, J and Chen, XH and Hughes, M and Bloomquist, E and Tang, S and Sridhara, R and Kluetz, PG and Kim, G and Ibrahim, A and Pazdur, R and Cortazar, P",2015,"FDA Approval: Palbociclib for the Treatment of Postmenopausal Patients with Estrogen Receptor-Positive, HER2-Negative Metastatic Breast Cancer.",Clinical cancer research : an official journal of the American Association for Cancer Research,,10.1158/1078-0432.CCR-15-1185,26324739,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
WortelboerN20251,article,Wortelboer N.,2025,Health economic outcomes and costs of CDK4/6 inhibitor use in first- versus second-line for advanced breast cancer: A cost-effectiveness analysis of the phase 3 SONIA trial,European Journal of Cancer,,10.1016/j.ejca.2025.116051,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
KettnerNM20252,article,Kettner N.M.,2025,"IL-6 predicts CDK4/6 inhibitor resistance, identifying STAT3 as a target in HR + /HER2-negative metastatic breast cancer",Npj Precision Oncology,,10.1038/s41698-025-01041-1,,,U,,,,"Post-CDK4/6 progression mentioned, HR/HER2 status unclear"
KangY20253,article,Kang Y.,2025,Efficacy and safety of first-line CDK4/6 inhibitors plus AI therapy for patients with HR +/HER2- advanced breast cancer: a network meta-analysis,BMC Cancer,,10.1186/s12885-025-14194-w,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
OkworV20254,article,Okwor V.,2025,Effectiveness of combined targeted and hormonal therapies for post-menopausal women with hormone receptor-positive and HER2-negative advanced breast cancer: A systematic review and meta-analysis of RCTs,Journal of Oncology Pharmacy Practice,,10.1177/10781552241279019,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
XuH20255,article,Xu H.,2025,"Associations between dynamic hematological indicators and outcomes in HR-positive, HER2-negative metastatic breast cancer treated with bireociclib or placebo plus fulvestrant: Findings from the BRIGHT-2 trial",Breast,,10.1016/j.breast.2025.104598,,,E,,,I1,No CDK4/6 inhibitor mentioned
LeeCH20256,article,Lee C.H.,2025,Real-world comparative effectiveness of first-line abemaciclib versus palbociclib in HR+/HER2- metastatic breast cancer: A propensity-matched retrospective analysis,Breast,,10.1016/j.breast.2025.104597,,,E,,,D2,Preclinical/animal study (keyword: rat)
RavaniLV20257,article,Ravani L.V.,2025,"Comparative efficacy of first- versus second-line CDK4/6 inhibition in hormone receptor-positive, HER2-negative metastatic breast cancer",Breast Cancer Research,,10.1186/s13058-025-02095-6,,,E,,,D2,Preclinical/animal study (keyword: rat)
RadosaJC20258,article,Radosa J.C.,2025,Palbociclib treatment in patients with HR+/HER2− advanced or metastatic breast cancer and visceral metastasis: A systematic literature review,Breast,,10.1016/j.breast.2025.104569,,,E,,,D2,Preclinical/animal study (keyword: rat)
AlbanellJ20259,article,Albanell J.,2025,Biomarkers of palbociclib response in hormone receptor-positive advanced breast cancer from the PARSIFAL trial,Npj Breast Cancer,,10.1038/s41523-025-00777-0,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
CardosoF202510,article,Cardoso F.,2025,600- vs 400-mg First-Line Ribociclib in Hormone Receptor–Positive/<em>ERBB2</em>-Negative Advanced Breast Cancer: The AMALEE Randomized Clinical Trial,JAMA Oncology,,10.1001/jamaoncol.2025.3687,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
GerratanaL202511,article,Gerratana L.,2025,Circulating Tumor Cell Dynamics after CDK4/6 Inhibitor for Hormone Receptor–Positive Metastatic Breast Cancer: A Biomarker Analysis from the PACE Phase II Study,Clinical Cancer Research,,10.1158/1078-0432.CCR-25-0327,,,U,,,,"Post-CDK4/6 progression mentioned, HR/HER2 status unclear"
BuonaiutoR202512,article,Buonaiuto R.,2025,Efficacy and safety of systemic therapies following progression on CDK4/6 inhibitors in patients with HR+/HER2− metastatic breast cancer: a systematic review and network meta-analysis,Eclinicalmedicine,,10.1016/j.eclinm.2025.103535,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
MamannA202513,article,Mamann A.,2025,Prognostic significance of early on-treatment evolution of circulating tumor DNA in advanced ER-positive/HER2-negative breast cancer,Annals of Oncology,,10.1016/j.annonc.2025.06.015,,,E,,,I1,No CDK4/6 inhibitor mentioned
ArabshomaliA202514,article,Arabshomali A.,2025,"Inavolisib for HR-Positive, HER2-Negative Advanced Breast Cancer",American Journal of Clinical Oncology Cancer Clinical Trials,,10.1097/COC.0000000000001209,,,E,,,I1,No CDK4/6 inhibitor mentioned
deAlmeidaLFC202516,article,de Almeida L.F.C.,2025,"Cyclin-dependent kinase 4/6 inhibitors beyond progression in hormone receptor-positive, HER2-negative advanced breast cancer: a systematic review and meta-analysis (REIGNITE study)",ESMO Open,,10.1016/j.esmoop.2025.105808,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
WedamS202517,article,Wedam S.,2025,"US Food and Drug Administration Approval Summary: Inavolisib With Palbociclib and Fulvestrant for Endocrine-Resistant, PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative, Locally Advanced or Metastatic Breast Cancer",Journal of Clinical Oncology Official Journal of the American Society of Clinical Oncology,,10.1200/JCO-25-00663,,,E,,,D2,Preclinical/animal study (keyword: rat)
PistilliB202518,article,Pistilli B.,2025,Patritumab deruxtecan in HR+HER2− advanced breast cancer: a phase 2 trial,Nature Medicine,,10.1038/s41591-025-03885-3,,,E,,,I1,No CDK4/6 inhibitor mentioned
DilawariA202519,article,Dilawari A.,2025,"US Food and Drug Administration Approval Summary: Trastuzumab Deruxtecan for the Treatment of Adult Patients With Hormone Receptor-Positive, Unresectable or Metastatic Human Epidermal Growth Factor Receptor 2-Low or Human Epidermal Growth Factor Receptor 2-Ultralow Breast Cancer",Journal of Clinical Oncology,,10.1200/JCO-25-00812,,,E,,,D2,Preclinical/animal study (keyword: rat)
MichelLL202520,article,Michel L.L.,2025,"Prognostic impact of the choice of chemotherapy after first-line CDK4/6 inhibitor therapy in patients with metastatic hormone receptor-positive, HER2-negative breast cancer",European Journal of Cancer,,10.1016/j.ejca.2025.115689,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
PascualT202522,article,Pascual T.,2025,Palbociclib and trastuzumab for HER2-positive metastatic breast cancer: final overall survival results of cohort A and B of SOLTI-1303-PATRICIA trial,ESMO Open,,10.1016/j.esmoop.2025.105572,,,E,,,P1,HER2+ population (keyword: HER2-positive)
LagoBallesterF202523,article,Lago-Ballester F.,2025,Effectiveness and Safety of Sacituzumab Govitecan in Real-World Clinical Practice in Patients with Metastatic Triple-Negative and HR+/HER2-Negative Breast Cancer,Biomedicines,,10.3390/biomedicines13092059,,,E,,,P1,TNBC population (keyword: triple-negative)
DiGraziaG202524,article,Di Grazia G.,2025,Unlocking the Potential of Immune Checkpoint Inhibitors in HR+/HER2− Breast Cancer: A Systematic Review,Cancers,,10.3390/cancers17172940,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
TaoZ202525,article,Tao Z.,2025,Tibremciclib or Placebo Plus Fulvestrant in Hormone Receptor-Positive and ERBB2-Negative Advanced Breast Cancer After Endocrine Therapy: A Randomized Clinical Trial,JAMA Oncology,,10.1001/jamaoncol.2025.2092,,,E,,,I1,No CDK4/6 inhibitor mentioned
BidardFC202526,article,Bidard F.C.,2025,First-Line Camizestrant for Emerging ESR1 -Mutated Advanced Breast Cancer.,New England Journal of Medicine,,10.1056/NEJMoa2502929,,,E,,,I1,No CDK4/6 inhibitor mentioned
CamponeM202527,article,Campone M.,2025,"Vepdegestrant, a PROTAC Estrogen Receptor Degrader, in Advanced Breast Cancer",New England Journal of Medicine,,10.1056/NEJMoa2505725,,,E,,,I1,No CDK4/6 inhibitor mentioned
ElenaCM202529,article,Elena C.M.,2025,"A Phase 2, Open Label, Multicenter, Single Arm Trial Evaluating the Activity and Safety of Abemaciclib + Aromatase Inhibitors (AIs) as Second-Line Treatment After First-Line Fulvestrant in Hormone-Receptor-Positive (HR+), Human-Epidermal-Growth-Factor-Receptor-Negative (HER2-) Metastatic Breast Cancer (MBC) Patients. Final Results of HERMIONE-7 Trial",Clinical Breast Cancer,,10.1016/j.clbc.2025.05.003,,,I,,,,HR+/HER2-/metastatic/CDK4/6 + post-CDK4/6 drug mentioned
JhaveriKL202530,article,Jhaveri K.L.,2025,Overall Survival with Inavolisib in PIK3CA -Mutated Advanced Breast Cancer,New England Journal of Medicine,,10.1056/NEJMoa2501796,,,E,,,I1,No CDK4/6 inhibitor mentioned
TracyPD202533,article,Tracy P.D.,2025,Management of Metastatic Hormone Receptor-Positive Breast Cancer Beyond CDK4/6 Inhibitors,Current Oncology Reports,,10.1007/s11912-025-01689-9,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
PrezGarcaJM202534,article,Pérez-García J.M.,2025,"Prevention of sacituzumab govitecan-related neutropenia and diarrhea in patients with HER2-negative advanced breast cancer (PRIMED): an open-label, single-arm, phase 2 trial",Eclinicalmedicine,,10.1016/j.eclinm.2025.103309,,,E,,,I1,No CDK4/6 inhibitor mentioned
TripathyD202535,article,Tripathy D.,2025,Real-world effectiveness of palbociclib plus endocrine therapy in HR+/HER2- advanced breast cancer: final results from the POLARIS trial,Oncologist,,10.1093/oncolo/oyae291,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
AgrawalYN202536,article,Agrawal Y.N.,2025,Transcriptomic Predictors of Survival for Palbociclib + Endocrine Therapy Versus Capecitabine in Aromatase Inhibitor-Resistant Breast Cancer From the GEICAM/2013-02 PEARL Trial,JCO Precision Oncology,,10.1200/PO-24-00937,,,U,,,,"Unclear eligibility from title/abstract, review full-text"
LlombartCussacA202537,article,Llombart-Cussac A.,2025,Second-Line Endocrine Therapy With or Without Palbociclib Rechallenge in Patients With Hormone Receptor-Positive/Human Epidermal Growth Factor Receptor 2-Negative Advanced Breast Cancer: PALMIRA Trial,Journal of Clinical Oncology,,10.1200/JCO-24-01865,,,I,,,,Key trial: PALMIRA
HuX202538,article,Hu X.,2025,Abemaciclib plus non-steroidal aromatase inhibitor or fulvestrant in women with HR+/HER2− advanced breast cancer: Final results of the randomized phase III MONARCH plus trial,Chinese Medical Journal,,10.1097/CM9.0000000000003151,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
PuY202539,article,Pu Y.,2025,Efficacy and safety of CDK4/6 inhibitors combined with endocrine therapy for HR+/HER2- advanced or metastatic breast cancer: A network meta-analysis,Chinese Journal of Clinical Thoracic and Cardiovascular Surgery,,10.7507/1007-4848.202311017,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
WangJ202540,article,Wang J.,2025,"An open-label, single-arm, multicenter, phase II trial of bireociclib as monotherapy for heavily pretreated HR-positive, HER2-negative advanced breast cancer patients: BRIGHT-1 trial",Cancer Communications,,10.1002/cac2.70009,,,E,,,I1,No CDK4/6 inhibitor mentioned
RavaniLV202541,article,Ravani L.V.,2025,Efficacy of Subsequent Treatments After Disease Progression on CDK4/6 Inhibitors in Patients With Hormone Receptor-Positive Advanced Breast Cancer,JCO Oncology Practice,,10.1200/OP-24-00649,,,U,,,,"Post-CDK4/6 progression mentioned, HR/HER2 status unclear"
EscrivdeRomaniS202542,article,Escrivá-de-Romani S.,2025,"Zanidatamab plus palbociclib and fulvestrant in previously treated patients with hormone receptor-positive, HER2-positive metastatic breast cancer: primary results from a two-part, multicentre, single-arm, phase 2a study",Lancet Oncology,,10.1016/S1470-2045(25)00140-8,,,E,,,P1,HER2+ population (keyword: HER2-positive)
GongC202543,article,Gong C.,2025,Targeting autophagy plus high-dose CDK4/6 inhibitors in advanced HR+HER2− breast cancer: A phase 1b/2 trial,Med,,10.1016/j.medj.2024.11.012,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
PathakN202544,article,Pathak N.,2025,Continuing Cyclin-Dependent Kinase 4/6 Inhibitors Beyond Progression in Advanced Breast Cancer: A Meta-Analysis †,Cancers,,10.3390/cancers17101609,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
KamarajuS202545,article,Kamaraju S.,2025,A Phase II Trial of Onapristone and Fulvestrant for Patients With ER+ and HER2- Metastatic Breast Cancer,Clinical Breast Cancer,,10.1016/j.clbc.2024.11.019,,,E,,,I1,No CDK4/6 inhibitor mentioned
KalinskyK202547,article,Kalinsky K.,2025,Abemaciclib Plus Fulvestrant in Advanced Breast Cancer after Progression on CDK4/6 Inhibition: Results from the Phase III postMONARCH Trial,Journal of Clinical Oncology,,10.1200/JCO-24-02086,,,I,,,,Key trial: postMONARCH
AhnHK202548,article,Ahn H.K.,2025,"Palbociclib plus endocrine therapy versus capecitabine in premenopausal women with hormone receptor-positive, HER2-negative metastatic breast cancer (Young-PEARL): overall survival analysis of a randomised, open-label, phase 2 study",Lancet Oncology,,10.1016/S1470-2045(25)00006-3,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
AvciT202549,article,Avci T.,2025,Real-Life Efficacy of Palbociclib and Ribociclib in Advanced Breast Cancer,Current Oncology,,10.3390/curroncol32030161,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
OgataN202550,article,Ogata N.,2025,Efficiency of Fulvestrant Monotherapy After CDK4/6 Inhibitor Exposure: Is This a Viable Choice?,Cancers,,10.3390/cancers17050884,,,U,,,,"Unclear eligibility from title/abstract, review full-text"
KlockerEV202552,article,Klocker E.V.,2025,Efficacy and Safety of CDK4/6 Inhibitors: A Focus on HR+/HER2− Early Breast Cancer,Drugs,,10.1007/s40265-024-02144-y,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
BlairHA202554,article,Blair H.A.,2025,Inavolisib: First Approval,Drugs,,10.1007/s40265-024-02136-y,,,E,,,I1,No CDK4/6 inhibitor mentioned
unknown202555,article,,2025,"Correction to Lancet Oncol 2019; 20: 1750–59 (The Lancet Oncology (2019) 20(12) (1750–1759), (S1470204519305650), (10.1016/S1470-2045(19)30565-0))",Lancet Oncology,,10.1016/S1470-2045(25)00014-2,,,E,,,I1,No CDK4/6 inhibitor mentioned
BuonaiutoR202556,article,Buonaiuto R.,2025,Influence of ethnicity on cyclin-dependent kinase inhibitor efficacy and toxicity: A systematic review and meta-analysis,Breast,,10.1016/j.breast.2024.103833,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
YarlagaddaS202557,article,Yarlagadda S.,2025,"CDK4/6 inhibition in early and advanced hormone receptor-positive, HER2-negative breast cancer",Expert Review of Anticancer Therapy,,10.1080/14737140.2025.2498994,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
QureshiZ202559,article,Qureshi Z.,2025,Efficacy and Safety of Abemaciclib in Combination with Endocrine Therapy for HR+/HER2- Advanced or Metastatic Breast Cancer: A Systematic Review and Meta-Analysis,American Journal of Clinical Oncology Cancer Clinical Trials,,10.1097/COC.0000000000001143,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
WangX202561,article,Wang X.,2025,Comparative long-term outcomes of first-line CDK4/6 inhibitors plus endocrine therapy versus endocrine therapy in patients with HR+/HER2-metastatic or advanced breast cancer: a meta-analysis,Frontiers in Pharmacology,,10.3389/fphar.2025.1600892,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
SammonsS202562,article,Sammons S.,2025,Comparative cost-effectiveness of ribociclib and palbociclib as first-line treatment for HR+/HER2– advanced breast cancer in postmenopausal women: analysis from a Medicare perspective,Journal of Medical Economics,,10.1080/13696998.2025.2594952,,,E,,,D2,Preclinical/animal study (keyword: rat)
OrlandiA202563,article,Orlandi A.,2025,Should CDK4/6 inhibitors replace chemotherapy in HR+ / HER2− metastatic breast cancer with visceral crisis? Evaluating the emerging evidence,Discover Oncology,,10.1007/S12672-025-02699-6,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
WangSF202564,article,Wang S.F.,2025,Impact of PIK3CA Mutations on the Clinical Benefits of CDK 4/6 Inhibitors in HR+/HER2- Advanced Breast Cancer: An Updated Pairwise and Network Meta-Analysis,Journal of Cancer,,10.7150/jca.111362,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
QureshiZ202565,article,Qureshi Z.,2025,Palbociclib plus endocrine therapy or GnRH analogs versus capecitabine or placebo for HR+/HER2- metastatic breast cancer: A systematic review and meta-analysis.,Journal of Clinical Oncology,,10.1200/JCO.2025.43.16_suppl.e13018,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
AzimHA202566,article,Azim H.A.,2025,"Combination of metronomic capecitabine and letrozole in metastatic hormone receptor positive, HER2 negative breast cancer: a randomized phase II trial",Journal of Chemotherapy,,10.1080/1120009X.2024.2342741,,,E,,,I1,No CDK4/6 inhibitor mentioned
PathakN202567,article,Pathak N.,2025,Systematic Review and Network Meta-Analysis on Treating Hormone Receptor-Positive Metastatic Breast Cancer After CDK4/6 Inhibitors,Current Oncology,,10.3390/curroncol32010053,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
BrainE202569,article,Brain E.,2025,Plain language summary of a systematic review of palbociclib treatment for advanced/ metastatic breast cancer in older patients,Future Oncology,,10.1080/14796694.2025.2550930,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
MayerEL202570,article,Mayer E.L.,2025,Patient-reported outcomes in the SERENA-6 trial of camizestrant plus CDK4/6 inhibitor in patients with advanced breast cancer and emergent ESR1 mutations during first-line endocrine-based therapy,Annals of Oncology,,10.1016/j.annonc.2025.10.006,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
SonkeGS202471,article,Sonke G.S.,2024,Early versus deferred use of CDK4/6 inhibitors in advanced breast cancer,Nature,,10.1038/s41586-024-08035-2,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
RugoHS202474,article,Rugo H.S.,2024,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study",Lancet Oncology,,10.1016/S1470-2045(24)00673-9,,,E,,,D2,Preclinical/animal study (keyword: rat)
DajsakdiponT202475,article,Dajsakdipon T.,2024,Comparative effectiveness analysis of survival with first-line palbociclib or ribociclib plus AI in HR + /HER2- advanced breast cancer (CEPRA study): preliminary analysis of real-world data from Thailand,BMC Cancer,,10.1186/s12885-024-12765-x,,,E,,,D2,Preclinical/animal study (keyword: rat)
LuoC202477,article,Luo C.,2024,CDK4/6 inhibitors plus endocrine therapy vs. placebo plus endocrine therapy for HR+/HER2- advanced breast cancer: a phase III RCTs based meta-analysis,BMC Cancer,,10.1186/s12885-024-12782-w,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
AgostiniM202478,article,Agostini M.,2024,Fulvestrant Monotherapy After CDK4/6 Inhibitors in Metastatic Breast Cancer Patients: A Real-Life Experience,Cancers,,10.3390/cancers16244179,,,U,,,,"Post-CDK4/6 progression mentioned, HR/HER2 status unclear"
WangW202479,article,Wang W.,2024,"Efficacy, safety, and predictive model of Palbociclib in the treatment of HR-positive and HER2-negative metastatic breast cancer",BMC Cancer,,10.1186/s12885-023-11764-8,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
DilawariA202480,article,Dilawari A.,2024,"US Food and Drug Administration Approval Summary: Capivasertib With Fulvestrant for Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Locally Advanced or Metastatic Breast Cancer With PIK3CA/AKT1/PTEN Alterations",Journal of Clinical Oncology,,10.1200/JCO.24.00427,,,E,,,D2,Preclinical/animal study (keyword: rat)
LainM202481,article,Lainé M.,2024,Lasofoxifene as a potential treatment for aromatase inhibitor-resistant ER-positive breast cancer,Breast Cancer Research,,10.1186/s13058-024-01843-4,,,E,,,I1,No CDK4/6 inhibitor mentioned
JiangYC202482,article,Jiang Y.C.,2024,First‑line endocrine therapy for hormone receptor positive and HER‑2 negative metastatic breast cancer: A Bayesian network meta‑analysis,Oncology Letters,,10.3892/ol.2024.14646,,,E,,,I1,No CDK4/6 inhibitor mentioned
OliveiraM202483,article,Oliveira M.,2024,"Camizestrant, a next-generation oral SERD, versus fulvestrant in post-menopausal women with oestrogen receptor-positive, HER2-negative advanced breast cancer (SERENA-2): a multi-dose, open-label, randomised, phase 2 trial",Lancet Oncology,,10.1016/S1470-2045(24)00387-5,,,E,,,D2,Preclinical/animal study (keyword: rat)
TurnerNC202484,article,Turner N.C.,2024,Inavolisib-Based Therapy in PIK3CA -Mutated Advanced Breast Cancer,New England Journal of Medicine,,10.1056/NEJMoa2404625,,,E,,,I1,No CDK4/6 inhibitor mentioned
FedeleP202485,article,Fedele P.,2024,"Evaluating CDK4/6 Inhibitor Therapy in Elderly Patients with Metastatic Hormone Receptor-Positive, HER2-Negative Breast Cancer: A Retrospective Real-World Multicenter Study",Cancers,,10.3390/cancers16203442,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
SandeepKS202486,article,Sandeep K.S.,2024,Clinical Benefit and Safety of Palbociclib in Hormone Positive Breast Cancer with Visceral Metastasis: Real-World Experience from a Tertiary Cancer Center,Indian Journal of Medical and Paediatric Oncology,,10.1055/s-0044-1790584,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
OliveiraM202488,article,Oliveira M.,2024,"Capivasertib and fulvestrant for patients with hormone receptor-positive, HER2-negative advanced breast cancer (CAPItello-291): patient-reported outcomes from a phase 3, randomised, double-blind, placebo-controlled trial",Lancet Oncology,,10.1016/S1470-2045(24)00373-5,,,I,,,,Key trial: CAPItello
BartschR202489,article,Bartsch R.,2024,Emerging drugs in breast cancer: a focus on antibody–drug conjugates and novel treatment options in luminal disease,Memo Magazine of European Medical Oncology,,10.1007/s12254-024-00980-y,,,E,,,I1,No CDK4/6 inhibitor mentioned
RugoHS202490,article,Rugo H.S.,2024,Health-related quality of life with sacituzumab govitecan in HR+/HER2- metastatic breast cancer in the phase III TROPiCS-02 trial,Oncologist,,10.1093/oncolo/oyae088,,,I,,,,Key trial: TROPiCS
LuYS202491,article,Lu Y.S.,2024,Final Results of RIGHT Choice: Ribociclib Plus Endocrine Therapy Versus Combination Chemotherapy in Premenopausal Women with Clinically Aggressive Hormone Receptor-Positive/Human Epidermal Growth Factor Receptor 2-Negative Advanced Breast Cancer,Journal of Clinical Oncology,,10.1200/JCO.24.00144,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
DiCosimoS202492,article,Di Cosimo S.,2024,Impact of coadministration of proton-pump inhibitors and palbociclib in hormone receptor-positive/HER2-negative advanced breast cancer,Breast,,10.1016/j.breast.2024.103761,,,E,,,D2,Preclinical/animal study (keyword: rat)
SnchezBayonaR202493,article,Sánchez-Bayona R.,2024,Everolimus plus endocrine therapy beyond CDK4/6 inhibitors progression for HR+ /HER2− advanced breast cancer: a real-world evidence cohort,Breast Cancer Research and Treatment,,10.1007/s10549-024-07324-8,,,U,,,,"Likely eligible, HER2 status unclear from title/abstract"
CortsJ202495,article,Cortés J.,2024,"Randomized Phase III Study of Amcenestrant Plus Palbociclib Versus Letrozole Plus Palbociclib in Estrogen Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced Breast Cancer: Primary Results from AMEERA-5",Journal of Clinical Oncology,,10.1200/JCO.23.02036,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
SnchezBayonaR202496,article,Sánchez-Bayona R.,2024,Overall survival in first-line HR+/HER2- advanced breast cancer in the era of CDK4/6 inhibitors,Annals of Oncology,,10.1016/j.annonc.2024.06.013,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
LiH202497,article,Li H.,2024,Clinical efficacy of CDK4/6 inhibitor plus endocrine therapy in HR-positive/HER2-0 and HER2-low-positive metastatic breast cancer: a secondary analysis of PALOMA-2 and PALOMA-3 trials,Ebiomedicine,,10.1016/j.ebiom.2024.105186,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
MayerEL202498,article,Mayer E.L.,2024,"PACE: A Randomized Phase II Study of Fulvestrant, Palbociclib, and Avelumab After Progression on Cyclin-Dependent Kinase 4/6 Inhibitor and Aromatase Inhibitor for Hormone Receptor-Positive/Human Epidermal Growth Factor Receptor-Negative Metastatic Breast Cancer",Journal of Clinical Oncology,,10.1200/JCO.23.01940,,,U,,,,"Post-CDK4/6 progression mentioned, HR/HER2 status unclear"
FerroA202499,article,Ferro A.,2024,"Novel Treatment Strategies for Hormone Receptor (HR)-Positive, HER2-Negative Metastatic Breast Cancer",Journal of Clinical Medicine,,10.3390/jcm13123611,,,E,,,D2,Preclinical/animal study (keyword: rat)
JuricD2024100,article,Juric D.,2024,"First-line inavolisib/placebo + palbociclib + fulvestrant (Inavo/Pbo+Palbo+Fulv) in patients (pts) with PIK3CA-mutated, hormone receptor-positive, HER2-negative locally advanced/metastatic breast cancer who relapsed during/within 12 months (mo) of adjuvant endocrine therapy completion: INAVO120 Phase III randomized trial additional analyses.",Journal of Clinical Oncology,,10.1200/JCO.2024.42.16_suppl.1003,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
WangJ2024101,article,Wang J.,2024,"Entinostat, a class I selective histone deacetylase inhibitor, plus exemestane for Chinese patients with hormone receptor-positive advanced breast cancer: An overall survival update and long-term safety from the randomised, double-blind, placebo-controlled, phase 3 trial.",Journal of Clinical Oncology,,10.1200/JCO.2024.42.16_suppl.1050,,,E,,,I1,No CDK4/6 inhibitor mentioned
SchneeweissA2024102,article,Schneeweiss A.,2024,CDK4/6 Inhibition - Therapy Sequences and the Quest to Find the Best Biomarkers - An Overview of Current Programs,Geburtshilfe Und Frauenheilkunde,,10.1055/a-2286-6066,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
GoetzMP2024103,article,Goetz M.P.,2024,Landscape of Baseline and Acquired Genomic Alterations in Circulating Tumor DNA with Abemaciclib Alone or with Endocrine Therapy in Advanced Breast Cancer,Clinical Cancer Research,,10.1158/1078-0432.CCR-22-3573,,,E,,,D2,Preclinical/animal study (keyword: rat)
SchettiniF2024104,article,Schettini F.,2024,CDK4/6-Inhibitors Versus Chemotherapy in Advanced HR+/HER2-Negative Breast Cancer: Results and Correlative Biomarker Analyses of the KENDO Randomized Phase II Trial,Oncologist,,10.1093/oncolo/oyad337,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
