record_id,entry_type,authors,year,title,journal,abstract,doi,pmid,keywords,decision_r1,decision_r2,final_decision,exclusion_reason,notes
SamineniD202234822104,article,"Samineni, D and Huang, W and Gibiansky, L and Ding, H and Zhang, R and Li, C and Sinha, A and Rajwanshi, R and Humphrey, K and Bazeos, A and Salem, AH and Miles, D",2022,Population Pharmacokinetics and Exposure-Response Analyses for Venetoclax in Combination with R-CHOP in Relapsed/Refractory and Previously Untreated Patients with Diffuse Large B Cell Lymphoma.,Advances in therapy,,10.1007/s12325-021-01919-z,34822104,,,,,,
BremEA202234686472,article,"Brem, EA and Li, H and Beaven, AW and Caimi, PF and Cerchietti, L and Alizadeh, AA and Olin, R and Henry, NL and Dillon, H and Little, RF and Laubach, C and LeBlanc, M and Friedberg, JW and Smith, SM",2022,"SWOG 1918: A phase II/III randomized study of R-miniCHOP with or without oral azacitidine (CC-486) in participants age 75 years or older with newly diagnosed aggressive non-Hodgkin lymphomas - Aiming to improve therapy, outcomes, and validate a prospective frailty tool.",Journal of geriatric oncology,,10.1016/j.jgo.2021.10.003,34686472,,,,,,
SyedYA202134527492,article,"Syed, YA and Jiang, C and Switchenko, J and Kirmani, K and Kelsey, C and Khan, MK",2021,Improved Progression-Free Survival for Bulky and Non-Bulky Advanced Stage Diffuse Large B-Cell Lymphoma With Consolidative Radiation Therapy: A Bi-Institutional Analysis.,Cureus,,10.7759/cureus.17107,34527492,,,,,,
DenkerS202234414850,article,"Denker, S and Bittner, A and Frick, M and Kase, J and Hoffmann, J and Trenker, C and Keller, U and Bogner, C and Hüttmann, A and Dürig, J and Janz, M and Mathas, S and Marks, R and Krohn, U and Na, IK and Bullinger, L and Schmitt, CA",2022,Ibrutinib- and bortezomib-extended R-CHOP induction in elderly higher-risk patients newly diagnosed with diffuse large B-cell lymphoma - first analysis of toxicity and efficacy signals.,Leukemia & lymphoma,,10.1080/10428194.2021.1964024,34414850,,,,,,
VillacampaG202134378095,article,"Villacampa, G and Dienstmann, R and Bosch, F and Abrisqueta, P",2021,Combination of novel molecular targeted agent plus R-CHOP-based regimen versus R-CHOP alone in previously untreated diffuse large B-cell lymphoma (DLBCL) patients: a systematic review and meta-analysis.,Annals of hematology,,10.1007/s00277-021-04623-8,34378095,,,,,,
MaruyamaD202134219092,article,"Maruyama, D and Ohmachi, K",2021,[Optimization of rituximab dosing schedule in R-CHOP therapy for diffuse large B-cell lymphoma].,[Rinsho ketsueki] The Japanese journal of clinical hematology,,10.11406/rinketsu.62.641,34219092,,,,,,
JeongH202133881464,article,"Jeong, H and Cho, H and Kim, H and Chae, H and Lee, JB and Lee, K and Kim, S and Lee, SW and Ryu, JS and Kim, KW and Chae, EJ and Huh, J and Park, CS and Yoon, DH and Suh, C",2021,Efficacy and safety of prophylactic high-dose MTX in high-risk DLBCL: a treatment intent-based analysis.,Blood advances,,10.1182/bloodadvances.2020003947,33881464,,,,,,
ChenH202133869061,article,"Chen, H and Pan, T and He, Y and Zeng, R and Li, Y and Yi, L and Zang, H and Chen, S and Duan, Q and Xiao, L and Zhou, H",2021,Primary Mediastinal B-Cell Lymphoma: Novel Precision Therapies and Future Directions.,Frontiers in oncology,,10.3389/fonc.2021.654854,33869061,,,,,,
SongY202133751401,article,"Song, Y and Zhou, H and Zhang, H and Liu, W and Shuang, Y and Zhou, K and Lv, F and Xu, H and Zhou, J and Li, W and Wang, H and Zhang, H and Huang, H and Zhang, Q and Xu, W and Ge, Z and Xiang, Y and Wang, S and Gao, D and Yang, S and Lin, J and Wang, L and Zou, L and Zheng, M and Liu, J and Shao, Z and Pang, Y and Xia, R and Chen, Z and Hou, M and Yao, H and Feng, R and Cai, Z and Zhang, M and Ran, W and Liu, L and Zeng, S and Yang, W and Liu, P and Liang, A and Zuo, X and Zou, Q and Ma, J and Sang, W and Guo, Y and Zhang, W and Cao, Y and Li, Y and Feng, J and Du, X and Zhang, X and Zhao, H and Zhou, H and Yu, J and Sun, X and Zhu, J and Qiu, L",2021,"Efficacy and Safety of the Biosimilar IBI301 Plus Standard CHOP (I-CHOP) in Comparison With Rituximab Plus CHOP (R-CHOP) in Patients with Previously Untreated Diffuse Large B-Cell Lymphoma (DLBCL): A Randomized, Double-Blind, Parallel-Group, Phase 3 Trial.",Advances in therapy,,10.1007/s12325-020-01603-8,33751401,,,,,,
PasvolskyO202133734921,article,"Pasvolsky, O and Rozental, A and Raanani, P and Gafter-Gvili, A and Gurion, R",2021,R-CHOP compared to R-CHOP + X for newly diagnosed diffuse large B-cell lymphoma: a systematic review and meta-analysis.,"Acta oncologica (Stockholm, Sweden)",,10.1080/0284186X.2021.1898048,33734921,,,,,,
KostakogluL202133651099,article,"Kostakoglu, L and Martelli, M and Sehn, LH and Belada, D and Carella, AM and Chua, N and Gonzalez-Barca, E and Hong, X and Pinto, A and Shi, Y and Tatsumi, Y and Knapp, A and Mattiello, F and Nielsen, T and Sahin, D and Sellam, G and Oestergaard, MZ and Vitolo, U and Trněný, M",2021,End-of-treatment PET/CT predicts PFS and OS in DLBCL after first-line treatment: results from GOYA.,Blood advances,,10.1182/bloodadvances.2020002690,33651099,,,,,,
NowakowskiGS202133621109,article,"Nowakowski, GS and Chiappella, A and Gascoyne, RD and Scott, DW and Zhang, Q and Jurczak, W and Özcan, M and Hong, X and Zhu, J and Jin, J and Belada, D and Bergua, JM and Piazza, F and Mócikova, H and Molinari, AL and Yoon, DH and Cavallo, F and Tani, M and Yamamoto, K and Izutsu, K and Kato, K and Czuczman, M and Hersey, S and Kilcoyne, A and Russo, J and Hudak, K and Zhang, J and Wade, S and Witzig, TE and Vitolo, U",2021,ROBUST: A Phase III Study of Lenalidomide Plus R-CHOP Versus Placebo Plus R-CHOP in Previously Untreated Patients With ABC-Type Diffuse Large B-Cell Lymphoma.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,,10.1200/JCO.20.01366,33621109,,,,,,
OhmachiK202133591324,article,"Ohmachi, K and Kinoshita, T and Tobinai, K and Ogawa, G and Mizutani, T and Yamauchi, N and Fukuhara, N and Uchida, T and Yamamoto, K and Miyazaki, K and Tsukamoto, N and Iida, S and Utsumi, T and Yoshida, I and Imaizumi, Y and Tokunaga, T and Yoshida, S and Masaki, Y and Murayama, T and Yakushijin, Y and Suehiro, Y and Nosaka, K and Dobashi, N and Kuroda, J and Takamatsu, Y and Maruyama, D and Ando, K and Ishizawa, K and Ogura, M and Yoshino, T and Hotta, T and Tsukasaki, K and Nagai, H",2021,A randomized phase 2/3 study of R-CHOP vs CHOP combined with dose-dense rituximab for DLBCL: the JCOG0601 trial.,Blood advances,,10.1182/bloodadvances.2020002567,33591324,,,,,,
NowakowskiGS202133555941,article,"Nowakowski, GS and Hong, F and Scott, DW and Macon, WR and King, RL and Habermann, TM and Wagner-Johnston, N and Casulo, C and Wade, JL and Nagargoje, GG and Reynolds, CM and Cohen, JB and Khan, N and Amengual, JE and Richards, KL and Little, RF and Leonard, JP and Friedberg, JW and Kostakoglu, L and Kahl, BS and Witzig, TE",2021,Addition of Lenalidomide to R-CHOP Improves Outcomes in Newly Diagnosed Diffuse Large B-Cell Lymphoma in a Randomized Phase II US Intergroup Study ECOG-ACRIN E1412.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,,10.1200/JCO.20.01375,33555941,,,,,,
SanchoJM202133492774,article,"Sancho, JM and Fernández-Alvarez, R and Gual-Capllonch, F and González-García, E and Grande, C and Gutiérrez, N and Peñarrubia, MJ and Batlle-López, A and González-Barca, E and Guinea, JM and Gimeno, E and Peñalver, FJ and Fuertes, M and Bastos, M and Hernández-Rivas, JÁ and Moraleda, JM and García, O and Sorigué, M and Martin, A",2021,R-COMP versus R-CHOP as first-line therapy for diffuse large B-cell lymphoma in patients ≥60 years: Results of a randomized phase 2 study from the Spanish GELTAMO group.,Cancer medicine,,10.1002/cam4.3730,33492774,,,,,,
ObericL202133444079,article,"Oberic, L and Peyrade, F and Puyade, M and Bonnet, C and Dartigues-Cuillères, P and Fabiani, B and Ruminy, P and Maisonneuve, H and Abraham, J and Thieblemont, C and Feugier, P and Salles, G and Bijou, F and Pica, GM and Damaj, G and Haioun, C and Casasnovas, RO and Farhat, H and Le Calloch, R and Waultier-Rascalou, A and Malak, S and Paget, J and Gat, E and Tilly, H and Jardin, F",2021,Subcutaneous Rituximab-MiniCHOP Compared With Subcutaneous Rituximab-MiniCHOP Plus Lenalidomide in Diffuse Large B-Cell Lymphoma for Patients Age 80 Years or Older.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,,10.1200/JCO.20.02666,33444079,,,,,,
CherngHJ202133403905,article,"Cherng, HJ and Westin, J",2021,Why R-CHOP + X is not enough: lessons learned and next steps in the mission to improve frontline therapy for diffuse large B-cell lymphoma.,Leukemia & lymphoma,,10.1080/10428194.2020.1869228,33403905,,,,,,
HegazySK202133394214,article,"Hegazy, SK and El-Haggar, SM and Alhassanin, SA and El-Berri, EI",2021,Comparative randomized trial evaluating the effect of proton pump inhibitor versus histamine 2 receptor antagonist as an adjuvant therapy in diffuse large B-cell lymphoma.,"Medical oncology (Northwood, London, England)",,10.1007/s12032-020-01452-z,33394214,,,,,,
IssaDE202133213245,article,"Issa, DE and Dinmohamed, AG and Wondergem, MJ and Blommestein, HM and Huijgens, PC and Lugtenburg, PJ and Visser, O and Zweegman, S and Chamuleau, MED",2021,A population-based study on different regimens of R-CHOP in patients with newly diagnosed DLBCL in The Netherlands.,Leukemia & lymphoma,,10.1080/10428194.2020.1842394,33213245,,,,,,
LeGouillS202133211799,article,"Le Gouill, S and Ghesquières, H and Oberic, L and Morschhauser, F and Tilly, H and Ribrag, V and Lamy, T and Thieblemont, C and Maisonneuve, H and Gressin, R and Bouhabdallah, K and Haioun, C and Damaj, G and Fornecker, L and Bouhabdallah, R and Feugier, P and Sibon, D and Cartron, G and Bonnet, C and André, M and Chartier, L and Ruminy, P and Kraeber-Bodéré, F and Bodet-Milin, C and Berriolo-Riedinger, A and Brière, J and Jais, JP and Molina, TJ and Itti, E and Casasnovas, RO",2021,Obinutuzumab vs rituximab for advanced DLBCL: a PET-guided and randomized phase 3 study by LYSA.,Blood,,10.1182/blood.2020008750,33211799,,,,,,
HoldhoffM202033152700,article,"Holdhoff, M and Mrugala, MM and Grommes, C and Kaley, TJ and Swinnen, LJ and Perez-Heydrich, C and Nayak, L",2020,Challenges in the Treatment of Newly Diagnosed and Recurrent Primary Central Nervous System Lymphoma.,Journal of the National Comprehensive Cancer Network : JNCCN,,10.6004/jnccn.2020.7667,33152700,,,,,,
BoothS202032915975,article,"Booth, S and Plaschkes, H and Kirkwood, AA and Gibb, A and Horgan, P and Higham, C and Oladipo, JM and Browning, J and Khan, U and Tseu, B and Chen, L and Willan, J and Wolf, J and Gunawan, A and Fields, P and Ebsworth, T and Lown, R and Gordon-Walker, D and Shah, N and Linton, KM and Collins, GP and Kothari, J and Hildyard, C and Eyre, TA",2020,Fractures are common within 18 months following first-line R-CHOP in older patients with diffuse large B-cell lymphoma.,Blood advances,,10.1182/bloodadvances.2020002553,32915975,,,,,,
KagamiY202032767806,article,"Kagami, Y and Yamamoto, K and Shibata, T and Tobinai, K and Imaizumi, Y and Uchida, T and Shimada, K and Minauchi, K and Fukuhara, N and Kobayashi, H and Yamauchi, N and Tsujimura, H and Hangaishi, A and Tominaga, R and Suehiro, Y and Yoshida, S and Inoue, Y and Suzuki, S and Tokuhira, M and Kusumoto, S and Kuroda, J and Yakushijin, Y and Takamatsu, Y and Kubota, Y and Nosaka, K and Morishima, S and Nakamura, S and Ogura, M and Maruyama, D and Hotta, T and Morishima, Y and Tsukasaki, K and Nagai, H",2020,R-CHOP-14 versus R-CHOP-14/CHASER for upfront autologous transplantation in diffuse large B-cell lymphoma: JCOG0908 study.,Cancer science,,10.1111/cas.14604,32767806,,,,,,
LugtenburgPJ202032730183,article,"Lugtenburg, PJ and de Nully Brown, P and van der Holt, B and D'Amore, FA and Koene, HR and de Jongh, E and Fijnheer, R and van Esser, JW and Böhmer, LH and Pruijt, JF and Verhoef, GE and Hoogendoorn, M and Bilgin, MY and Nijland, M and van der Burg-de Graauw, NC and Oosterveld, M and Jie, KG and Larsen, TS and van der Poel, MW and Leijs, MB and Silbermann, MH and van Marwijk Kooy, M and Beeker, A and Kersten, MJ and Doorduijn, JK and Tick, LW and Brouwer, RE and Lam, KH and Burggraaff, CN and de Keizer, B and Arens, AI and de Jong, D and Hoekstra, OS and Zijlstra-Baalbergen, JM",2020,Rituximab-CHOP With Early Rituximab Intensification for Diffuse Large B-Cell Lymphoma: A Randomized Phase III Trial of the HOVON and the Nordic Lymphoma Group (HOVON-84).,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,,10.1200/JCO.19.03418,32730183,,,,,,
BourbonE202032700972,article,"Bourbon, E and Salles, G",2020,Polatuzumab vedotin: an investigational anti-CD79b antibody drug conjugate for the treatment of diffuse large B-cell lymphoma.,Expert opinion on investigational drugs,,10.1080/13543784.2020.1800638,32700972,,,,,,
ZhuJ202032651542,article,"Zhu, J and Yang, Y and Tao, J and Wang, SL and Chen, B and Dai, JR and Hu, C and Qi, SN and Li, YX",2020,Association of progression-free or event-free survival with overall survival in diffuse large B-cell lymphoma after immunochemotherapy: a systematic review.,Leukemia,,10.1038/s41375-020-0963-1,32651542,,,,,,
SehnLH202032505213,article,"Sehn, LH and Martelli, M and Trněný, M and Liu, W and Bolen, CR and Knapp, A and Sahin, D and Sellam, G and Vitolo, U",2020,"A randomized, open-label, Phase III study of obinutuzumab or rituximab plus CHOP in patients with previously untreated diffuse large B-Cell lymphoma: final analysis of GOYA.",Journal of hematology & oncology,,10.1186/s13045-020-00900-7,32505213,,,,,,
AmayaML202032309823,article,"Amaya, ML and Jimeno, A and Kamdar, M",2020,"Polatuzumab vedotin to treat relapsed or refractory diffuse large B-cell lymphoma, in combination with bendamustine plus rituximab.","Drugs of today (Barcelona, Spain : 1998)",,10.1358/dot.2020.56.4.3127026,32309823,,,,,,
ShiY202032299513,article,"Shi, Y and Song, Y and Qin, Y and Zhang, Q and Han, X and Hong, X and Wang, D and Li, W and Zhang, Y and Feng, J and Yang, J and Zhang, H and Jin, C and Yang, Y and Hu, J and Wang, Z and Jin, Z and Su, H and Wang, H and Yang, H and Fu, W and Zhang, M and Zhang, X and Chen, Y and Ke, X and Liu, L and Yu, D and Chen, G and Wang, X and Jin, J and Sun, T and Du, X and Cheng, Y and Yi, P and Zhao, X and Ma, C and Cheng, J and Chai, K and Luk, A and Liu, E and Zhang, X",2020,A phase 3 study of rituximab biosimilar HLX01 in patients with diffuse large B-cell lymphoma.,Journal of hematology & oncology,,10.1186/s13045-020-00871-9,32299513,,,,,,
RutherfordSC202032298429,article,"Rutherford, SC and Herold, M and Hiddemann, W and Kostakoglu, L and Marcus, R and Martelli, M and Sehn, LH and Trněný, M and Trotman, J and Vitolo, U and Nielsen, T and Mattiello, F and Sahin, D and Sellam, G and Martin, P",2020,Impact of bone marrow biopsy on response assessment in immunochemotherapy-treated lymphoma patients in GALLIUM and GOYA.,Blood advances,,10.1182/bloodadvances.2019001261,32298429,,,,,,
MaSY202032285160,article,"Ma, SY and Tian, XP and Cai, J and Zhong, GZ and Chen, X and Huang, HQ and Lin, TY and Li, ZM and Cai, QQ",2020,Upfront autologous stem cell transplantation for untreated diffuse large B cell lymphoma patients in rituximab era: a systematic review and meta-analysis.,Annals of hematology,,10.1007/s00277-020-04016-3,32285160,,,,,,
NowakowskiGS202032250167,article,"Nowakowski, GS and Zhu, J and Zhang, Q and Brody, J and Sun, X and Maly, J and Song, Y and Rizvi, S and Song, Y and Lansigan, F and Jing, H and Cao, J and Lue, JK and Luo, W and Zhang, L and Li, L and Han, I and Sun, J and Jivani, M and Liu, Y and Heineman, T and Smith, SD",2020,ENGINE: a Phase III randomized placebo controlled study of enzastaurin/R-CHOP as frontline therapy in high-risk diffuse large B-cell lymphoma patients with the genomic biomarker DGM1.,"Future oncology (London, England)",,10.2217/fon-2020-0176,32250167,,,,,,
RuppertAS202032232482,article,"Ruppert, AS and Dixon, JG and Salles, G and Wall, A and Cunningham, D and Poeschel, V and Haioun, C and Tilly, H and Ghesquieres, H and Ziepert, M and Flament, J and Flowers, C and Shi, Q and Schmitz, N",2020,"International prognostic indices in diffuse large B-cell lymphoma: a comparison of IPI, R-IPI, and NCCN-IPI.",Blood,,10.1182/blood.2019002729,32232482,,,,,,
FriedrichsB202032018287,article,"Friedrichs, B and Schmitz, N and Lenz, G",2020,[Current diagnostic and therapeutic standards in aggressive B-cell lymphomas].,Deutsche medizinische Wochenschrift (1946),,10.1055/a-0949-4745,32018287,,,,,,
FreedmanA202031814159,article,"Freedman, A and Jacobsen, E",2020,Follicular lymphoma: 2020 update on diagnosis and management.,American journal of hematology,,10.1002/ajh.25696,31814159,,,,,,
ViswabandyaA201931809224,article,"Viswabandya, A and Shah, S and Mukhopadhyay, A and Nagarkar, RV and Batra, SS and Lopez-Lazaro, L and Kankanwadi, S and Srivastava, A",2019,"Randomized, Double-Blind, Pharmacokinetic Equivalence Trial Comparing DRL-Rituximab With MabThera in Patients With Diffuse Large B-Cell Lymphoma.",Journal of global oncology,,10.1200/JGO.19.00248,31809224,,,,,,
SchmittAM201931418878,article,"Schmitt, AM and Herbrand, AK and Fox, CP and Bakunina, K and Bromberg, JEC and Cwynarski, K and Doorduijn, JK and Ferreri, AJM and Illerhaus, G and Issa, S and Schorb, E and Zucca, E and Hemkens, LG and Schandelmaier, S and Kasenda, B",2019,Rituximab in primary central nervous system lymphoma-A systematic review and meta-analysis.,Hematological oncology,,10.1002/hon.2666,31418878,,,,,,
KnaufW201931314918,article,"Knauf, W and Abenhardt, W and Mohm, J and Rauh, J and Harde, J and Kaiser-Osterhues, A and Jänicke, M and Marschner, N",2019,Similar effectiveness of R-CHOP-14 and -21 in diffuse large B-cell lymphoma-data from the prospective German Tumour Registry Lymphatic Neoplasms.,European journal of haematology,,10.1111/ejh.13295,31314918,,,,,,
CandelariaM201931272251,article,"Candelaria, M and González, DE and Delamain, MT and Bär, DO and Beniwal, SK and Dasappa, L and Flores, DH and Querol, J and Guan, TS and Lipatov, ON and Volodicheva, EM and Patel, M and Safaee Nodehi, SR and Fogliatto, L and Paravisini, A and Perez Diaz, L",2019,"Rituximab biosimilar RTXM83 versus reference rituximab in combination with CHOP as first-line treatment for diffuse large B-cell lymphoma: a randomized, double-blind study.",Leukemia & lymphoma,,10.1080/10428194.2019.1633632,31272251,,,,,,
KesavanM201931254155,article,"Kesavan, M and Eyre, TA and Collins, GP",2019,Front-Line Treatment of High Grade B Cell Non-Hodgkin Lymphoma.,Current hematologic malignancy reports,,10.1007/s11899-019-00518-8,31254155,,,,,,
XuPP201931126528,article,"Xu, PP and Fu, D and Li, JY and Hu, JD and Wang, X and Zhou, JF and Yu, H and Zhao, X and Huang, YH and Jiang, L and Liu, F and Su, LP and Chen, ZW and Zeng, QS and Chen, JP and Fang, MY and Ma, J and Liu, T and Song, YP and Yu, K and Li, Y and Qiu, LG and Chen, XQ and Gu, J and Yan, JS and Hou, M and Huang, HY and Wang, L and Cheng, S and Shen, Y and Xiong, H and Chen, SJ and Zhao, WL",2019,"Anthracycline dose optimisation in patients with diffuse large B-cell lymphoma: a multicentre, phase 3, randomised, controlled trial.",The Lancet. Haematology,,10.1016/S2352-3026(19)30051-1,31126528,,,,,,
TillyH201931101489,article,"Tilly, H and Morschhauser, F and Bartlett, NL and Mehta, A and Salles, G and Haioun, C and Munoz, J and Chen, AI and Kolibaba, K and Lu, D and Yan, M and Penuel, E and Hirata, J and Lee, C and Sharman, JP",2019,"Polatuzumab vedotin in combination with immunochemotherapy in patients with previously untreated diffuse large B-cell lymphoma: an open-label, non-randomised, phase 1b-2 study.",The Lancet. Oncology,,10.1016/S1470-2045(19)30091-9,31101489,,,,,,
DaviesA201930948276,article,"Davies, A and Cummin, TE and Barrans, S and Maishman, T and Mamot, C and Novak, U and Caddy, J and Stanton, L and Kazmi-Stokes, S and McMillan, A and Fields, P and Pocock, C and Collins, GP and Stephens, R and Cucco, F and Clipson, A and Sha, C and Tooze, R and Care, MA and Griffiths, G and Du, MQ and Westhead, DR and Burton, C and Johnson, PWM",2019,"Gene-expression profiling of bortezomib added to standard chemoimmunotherapy for diffuse large B-cell lymphoma (REMoDL-B): an open-label, randomised, phase 3 trial.",The Lancet. Oncology,,10.1016/S1470-2045(18)30935-5,30948276,,,,,,
BartlettNL201930939090,article,"Bartlett, NL and Wilson, WH and Jung, SH and Hsi, ED and Maurer, MJ and Pederson, LD and Polley, MC and Pitcher, BN and Cheson, BD and Kahl, BS and Friedberg, JW and Staudt, LM and Wagner-Johnston, ND and Blum, KA and Abramson, JS and Reddy, NM and Winter, JN and Chang, JE and Gopal, AK and Chadburn, A and Mathew, S and Fisher, RI and Richards, KL and Schöder, H and Zelenetz, AD and Leonard, JP",2019,Dose-Adjusted EPOCH-R Compared With R-CHOP as Frontline Therapy for Diffuse Large B-Cell Lymphoma: Clinical Outcomes of the Phase III Intergroup Trial Alliance/CALGB 50303.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,,10.1200/JCO.18.01994,30939090,,,,,,
SchorbE201930925912,article,"Schorb, E and Finke, J and Ihorst, G and Kasenda, B and Fricker, H and Illerhaus, G",2019,Age-adjusted high-dose chemotherapy and autologous stem cell transplant in elderly and fit primary CNS lymphoma patients.,BMC cancer,,10.1186/s12885-019-5473-z,30925912,,,,,,
YounesA201930901302,article,"Younes, A and Sehn, LH and Johnson, P and Zinzani, PL and Hong, X and Zhu, J and Patti, C and Belada, D and Samoilova, O and Suh, C and Leppä, S and Rai, S and Turgut, M and Jurczak, W and Cheung, MC and Gurion, R and Yeh, SP and Lopez-Hernandez, A and Dührsen, U and Thieblemont, C and Chiattone, CS and Balasubramanian, S and Carey, J and Liu, G and Shreeve, SM and Sun, S and Zhuang, SH and Vermeulen, J and Staudt, LM and Wilson, W",2019,"Randomized Phase III Trial of Ibrutinib and Rituximab Plus Cyclophosphamide, Doxorubicin, Vincristine, and Prednisone in Non-Germinal Center B-Cell Diffuse Large B-Cell Lymphoma.",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,,10.1200/JCO.18.02403,30901302,,,,,,
KanateAS201930816957,article,"Kanate, AS and Kumar, A and Dreger, P and Dreyling, M and Le Gouill, S and Corradini, P and Bredeson, C and Fenske, TS and Smith, SM and Sureda, A and Moskowitz, A and Friedberg, JW and Inwards, DJ and Herrera, AF and Kharfan-Dabaja, MA and Reddy, N and Montoto, S and Robinson, SP and Abutalib, SA and Gisselbrecht, C and Vose, J and Gopal, A and Shadman, M and Perales, MA and Carpenter, P and Savani, BN and Hamadani, M",2019,"Maintenance Therapies for Hodgkin and Non-Hodgkin Lymphomas After Autologous Transplantation: A Consensus Project of ASBMT, CIBMTR, and the Lymphoma Working Party of EBMT.",JAMA oncology,,10.1001/jamaoncol.2018.6278,30816957,,,,,,
BrombergJEC201930630772,article,"Bromberg, JEC and Issa, S and Bakunina, K and Minnema, MC and Seute, T and Durian, M and Cull, G and Schouten, HC and Stevens, WBC and Zijlstra, JM and Baars, JW and Nijland, M and Mason, KD and Beeker, A and van den Bent, MJ and Beijert, M and Gonzales, M and de Jong, D and Doorduijn, JK",2019,"Rituximab in patients with primary CNS lymphoma (HOVON 105/ALLG NHL 24): a randomised, open-label, phase 3 intergroup study.",The Lancet. Oncology,,10.1016/S1470-2045(18)30747-2,30630772,,,,,,
HttmannA201930610279,article,"Hüttmann, A and Rekowski, J and Müller, SP and Hertenstein, B and Franzius, C and Mesters, R and Weckesser, M and Kroschinsky, F and Kotzerke, J and Ganser, A and Bengel, FM and La Rosée, P and Freesmeyer, M and Höffkes, HG and Hertel, A and Behringer, D and Prange-Krex, G and Griesshammer, M and Holzinger, J and Wilop, S and Krohn, T and Raghavachar, A and Maschmeyer, G and Brink, I and Schroers, R and Gaska, T and Bernhard, H and Giagounidis, A and Schütte, J and Dienst, A and Hautzel, H and Naumann, R and Klein, A and Hahn, D and Pöpperl, G and Grube, M and Marienhagen, J and Schwarzer, A and Kurch, L and Höhler, T and Steiniger, H and Nückel, H and Südhoff, T and Römer, W and Brinkmann, M and Ose, C and Alashkar, F and Schmitz, C and Dürig, J and Hoelzer, D and Jöckel, KH and Klapper, W and Dührsen, U",2019,"Six versus eight doses of rituximab in patients with aggressive B cell lymphoma receiving six cycles of CHOP: results from the ""Positron Emission Tomography-Guided Therapy of Aggressive Non-Hodgkin Lymphomas"" (PETAL) trial.",Annals of hematology,,10.1007/s00277-018-3578-0,30610279,,,,,,
LimSH201830413184,article,"Lim, SH and Linton, KM and Collins, GP and Dhondt, J and Caddy, J and Rossiter, L and Vadher, K and Fines, K and Rogers, LE and Fernando, D and Stanton, L and Davies, AJ and Johnson, PWM and Griffiths, G",2018,RIVA - a phase IIa study of rituximab and varlilumab in relapsed or refractory B-cell malignancies: study protocol for a randomized controlled trial.,Trials,,10.1186/s13063-018-2996-6,30413184,,,,,,
CiavarellaS201830307529,article,"Ciavarella, S and Vegliante, MC and Fabbri, M and De Summa, S and Melle, F and Motta, G and De Iuliis, V and Opinto, G and Enjuanes, A and Rega, S and Gulino, A and Agostinelli, C and Scattone, A and Tommasi, S and Mangia, A and Mele, F and Simone, G and Zito, AF and Ingravallo, G and Vitolo, U and Chiappella, A and Tarella, C and Gianni, AM and Rambaldi, A and Zinzani, PL and Casadei, B and Derenzini, E and Loseto, G and Pileri, A and Tabanelli, V and Fiori, S and Rivas-Delgado, A and López-Guillermo, A and Venesio, T and Sapino, A and Campo, E and Tripodo, C and Guarini, A and Pileri, SA",2018,Dissection of DLBCL microenvironment provides a gene expression-based predictor of survival applicable to formalin-fixed paraffin-embedded tissue.,Annals of oncology : official journal of the European Society for Medical Oncology,,10.1093/annonc/mdy450,30307529,,,,,,
LiX201930282447,article,"Li, X and Huang, H and Xu, B and Guo, H and Lin, Y and Ye, S and Yi, J and Li, W and Wu, X and Wang, W and Zhan, H and Xie, D and Peng, J and Cao, Y and Pu, X and Guo, C and Hong, H and Wang, Z and Fang, X and Zhou, Y and Lin, S and Liu, Q and Lin, T",2019,"Dose-Dense Rituximab-CHOP versus Standard Rituximab-CHOP in Newly Diagnosed Chinese Patients with Diffuse Large B-Cell Lymphoma: A Randomized, Multicenter, Open-Label Phase 3 Trial.",Cancer research and treatment,,10.4143/crt.2018.230,30282447,,,,,,
RozentalA201930216478,article,"Rozental, A and Gafter-Gvili, A and Vidal, L and Raanani, P and Gurion, R",2019,The role of maintenance therapy in patients with diffuse large B cell lymphoma: A systematic review and meta-analysis.,Hematological oncology,,10.1002/hon.2561,30216478,,,,,,
TillBG201830032463,article,"Till, BG",2018,Maintenance Therapy in Diffuse Large B Cell Lymphoma and Mantle Cell Lymphoma.,Current treatment options in oncology,,10.1007/s11864-018-0561-x,30032463,,,,,,
ShiQ201829975624,article,"Shi, Q and Schmitz, N and Ou, FS and Dixon, JG and Cunningham, D and Pfreundschuh, M and Seymour, JF and Jaeger, U and Habermann, TM and Haioun, C and Tilly, H and Ghesquieres, H and Merli, F and Ziepert, M and Herbrecht, R and Flament, J and Fu, T and Coiffier, B and Flowers, CR",2018,Progression-Free Survival as a Surrogate End Point for Overall Survival in First-Line Diffuse Large B-Cell Lymphoma: An Individual Patient-Level Analysis of Multiple Randomized Trials (SEAL).,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,,10.1200/JCO.2018.77.9124,29975624,,,,,,
